id,content_type,name,path,size,created_by,created_date,last_modified_by,last_modified_date
28daae0c-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002600671.pdf,/storage/bmv/dar-royalties/3002600671.pdf,70000,1,2018-08-10 00:00:00,,
28daaeca-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002599471.pdf,/storage/bmv/dar-royalties/3002599471.pdf,70000,1,2018-08-10 00:00:00,,
28daaf88-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002600671.pdf,/storage/bmv/dar-royalties/3002600671.pdf,70000,1,2018-08-13 00:00:00,,
28dab046-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002599471.pdf,/storage/bmv/dar-royalties/3002599471.pdf,70000,1,2018-08-13 00:00:00,,
28dab32a-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002599471.pdf,/storage/bmv/dar-royalties/3002599471.pdf,70000,1,2018-08-14 00:00:00,,
28dab41a-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002600671.pdf,/storage/bmv/dar-royalties/3002600671.pdf,70000,1,2018-08-21 00:00:00,,
28dab4d8-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002599471.pdf,/storage/bmv/dar-royalties/3002599471.pdf,70000,1,2018-08-21 00:00:00,,
28dab596-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002615041.pdf,/storage/bmv/dar-royalties/3002615041.pdf,70000,1,2018-08-23 00:00:00,,
28dab654-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002617411.pdf,/storage/bmv/dar-royalties/3002617411.pdf,70000,1,2018-08-23 00:00:00,,
28dab712-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002654324.pdf,/storage/bmv/dar-royalties/3002654324.pdf,70000,1,2018-09-17 00:00:00,,
28dab7da-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002658756.pdf,/storage/bmv/dar-royalties/3002658756.pdf,70000,1,2018-09-17 00:00:00,,
28dab8a2-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002654311.pdf,/storage/bmv/dar-royalties/3002654311.pdf,70000,1,2018-10-08 00:00:00,,
28dabb0e-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002676311.pdf,/storage/bmv/dar-royalties/3002676311.pdf,70000,1,2019-01-24 00:00:00,,
28dabbe0-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002676313.pdf,/storage/bmv/dar-royalties/3002676313.pdf,70000,1,2019-01-24 00:00:00,,
28dabca8-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002763184.pdf,/storage/bmv/dar-royalties/3002763184.pdf,70000,1,2019-06-26 00:00:00,,
28dabd70-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002763189.pdf,/storage/bmv/dar-royalties/3002763189.pdf,70000,1,2019-06-26 00:00:00,,
28dabe2e-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002763347.pdf,/storage/bmv/dar-royalties/3002763347.pdf,70000,1,2019-06-26 00:00:00,,
28dabeec-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002986492.pdf,/storage/bmv/dar-royalties/3002986492.pdf,70000,1,2019-06-28 00:00:00,,
28dabfb4-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002763736.pdf,/storage/bmv/dar-royalties/3002763736.pdf,70000,1,2019-06-28 00:00:00,,
28dac07c-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002763714.pdf,/storage/bmv/dar-royalties/3002763714.pdf,70000,1,2019-06-28 00:00:00,,
28dac2ca-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002803235.pdf,/storage/bmv/dar-royalties/3002803235.pdf,70000,1,2019-08-17 00:00:00,,
28dac388-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002803235.pdf,/storage/bmv/dar-royalties/3002803235.pdf,70000,1,2019-08-17 00:00:00,,
28dac446-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002803227.pdf,/storage/bmv/dar-royalties/3002803227.pdf,70000,1,2019-08-19 00:00:00,,
28dac4fa-9e5c-11eb-a8b3-0242ac130003,application/pdf,3002812102.pdf,/storage/bmv/dar-royalties/3002812102.pdf,70000,1,2019-09-15 00:00:00,,
